Uid,NickName,username,country,골드 수량,선물 수량,선물을 보낸 유저 수,선물 보낸 유저들 정보
"5633609886269440","마롱🦢","killyoug","KR","3231","22","6","6504356883136512, 5904112258973696, 5852150420602880, 4974375087570944, 5159402046029824, 6707839457624064"
"5639955095224320","LIKEY official ❤️","likey_official","KR","3133","6","4","4590157227687936, 5816023233658880, 5388099613425664, 5540986350272512"
"4824163110682624","민서하🍦Seohavivic","seohavivi","KR","3698","12","5","6539948659179520, 4585044137148416, 6650918250283008, 6390051460481024, 4960457862217728"
"4536372480376832","퀸유니🐰","znTREDhPj1","KR","3000","1","1","5796520303329280"
"5749434189938688","유자 UZA","uza1004","KR","3000","1","1","6120143084257280"
"6403615310807040","Harusaki","Harusaki","KR","3815","30","3","4593203312394240, 5198274823782400, 4582072405524480"
"5527788985712640","도영_დ","QUEEN_DY","KR","2777","7","2","5359736945704960, 5816133722767360"
"6554877098655744","레이💋","reiiii","KR","5219","48","21","5181512796536832, 4927644498198528, 5742547148406784, 6707839457624064, 5622982205374464, 5755542481993728, 6651577322242048, 4511785636724736, 4645956059594752, 6070774112911360, 6518341682659328, 4796259332587520, 5544433575395328, 6385816738594816, 6187706737688576, 6419507285524480, 4946977258078208, 5375845601443840, 4686831691169792, 6723315784941568, 5428680593702912"
"5416894833164288","김그냥","kinnjust","KR","5522","103","44","5563188243529728, 5404307367329792, 5657303726227456, 4607858308218880, 6004810071474176, 5217382172917760, 4672722404835328, 4874376195145728, 6582814902517760, 5241906845777920, 5664083787579392, 6536333259636736, 5850453296349184, 5818993728618496, 5756014157889536, 6107417956909056, 4637032562163712, 6556022138339328, 4834510481260544, 5756888548638720, 6727477955461120, 5719046266421248, 5758869852454912, 6042174494015488, 4802850450505728, 5153514444423168, 6057000115699712, 5469707331239936, 5505378377596928, 5172968409989120, 4508304659513344, 4816571395670016, 4834774044508160, 4946977258078208, 4948802135785472, 5120416142917632, 5862741691465728, 5928979083231232, 6058673051664384, 6351157735063552, 6457903536275456, 6740898123415552, 5805926677020672, 6182505041690624"
"4831181608779776","유수정","crystal613v","KR","3391","23","12","5675642468564992, 6077934104281088, 4979815635288064, 4617404993110016, 5870461459628032, 6551943457734656, 5928979083231232, 4585350913785856, 4888759031824384, 5993341448683520, 6647620184702976, 6345143797088256"
"5539614912872448","양이","pilaxxs","KR","4350","52","15","5959486201331712, 4705412683988992, 5563188243529728, 5062807596630016, 5874987392237568, 6590290702761984, 4585350913785856, 4645956059594752, 5678636116738048, 5726870722248704, 6261586615140352, 5514049006403584, 6333307378925568, 5245868723535872, 5492851669663744"
"6641487649636352","한겨울","WinTer","KR","4774","71","7","6486634350706688, 5135827469729792, 5377931595677696, 6551943457734656, 6625322185457664, 5213829377359872, 6461534164287488"
"5473270234152960","서진","duri1004","KR","3741","14","3","5212214167142400, 6733903944679424, 6298023231553536"
"5568355824631808","꽃비","pilatesflower","KR","2998","18","8","5699155214401536, 6316263186694144, 4898759218757632, 4825304741904384, 5188272310648832, 4888688996843520, 4915295845679104, 6707839457624064"
"6554528316981248","라임이","laimi_cute","KR","5240","51","32","4546594873737216, 5946243383885824, 6267360133382144, 4530582212247552, 5745524409958400, 6552996616732672, 5670938983596032, 5087190861086720, 5156068935991296, 4929167682502656, 5999667579781120, 6050185898491904, 6053213325426688, 6156103286390784, 6229979533869056, 4885936672538624, 6694672852647936, 4553615350497280, 4691454729453568, 5375845601443840, 5660129558069248, 5865801773875200, 4891667506003968, 5026949811470336, 4595541751300096, 5620199523745792, 5921231757770752, 6187706737688576, 6707839457624064, 6723315784941568, 5940151052337152, 5311002776240128"
"5269601329676288","시은","Si_Eun","KR","2333","3","2","4901429133377536, 6662107454832640"
"6209815567335424","셩셩","susan__k__03","KR","2333","3","2","6418152421195776, 5568097306214400"
"5222787872587776","섹밍","sexyminji12","KR","2232","4","2","6447711243010048, 4623157748957184"
"5947099806105600","ยูจิน 🌸","xx.jen_n","TH","2221","11","1","4607858308218880"
"4618902449618944","서하 SEOHA🪄🪽🐰","seo_H_a","KR","7947","95","50","4848005521473536, 6644817714544640, 6351157735063552, 5741267667582976, 5756014157889536, 5045230390607872, 5978989933494272, 5212021164539904, 6724974225719296, 6697236348338176, 6474543038398464, 6741875282214912, 6280138812751872, 4975655088160768, 5832251762671616, 4623321218088960, 4867155418808320, 5714088875917312, 6677320720515072, 5668152606064640, 4521961519775744, 6330657694482432, 5818993728618496, 5070278758039552, 5850879199084544, 5105082797522944, 6727897855098880, 4926725038604288, 5557856264126464, 5561050918486016, 5797400323948544, 6291615710773248, 6511570206654464, 5635205728960512, 5969088721518592, 6604302732951552, 4575169648066560, 5870461459628032, 6042174494015488, 5668049025957888, 5805926677020672, 6561714330992640, 6287810849079296, 6428229523865600, 5190388285505536, 6041793248559104, 6697483737038848, 4960457862217728, 6104639414140928, 5587713912537088"
"5318039216259072","요나 YONA","yonacos_","KR","2201","29","1","5037241711919104"
"4794224697606144","선미","cherry_soda","KR","4403","44","12","6707839457624064, 5371023404695552, 5991790596521984, 5346181168103424, 5608679297843200, 5217382172917760, 4927644498198528, 5616775203061760, 6063476189626368, 5796302794457088, 6710230542843904, 6546904549883904"
"6093074900123648","이두나","duna_._","KR","3806","15","5","5399440666066944, 5742547148406784, 5173063210696704, 4514157157023744, 5253011171639296"
"4873739163729920","🐰나나윤 nanayun🐰","nana.un","KR","3531","97","16","4940859688419328, 6196883527434240, 6010138017529856, 6225975483498496, 5336580720820224, 6557491565625344, 6057000115699712, 4530582212247552, 6714931656327168, 5190388285505536, 5387980568592384, 5172968409989120, 5862741691465728, 5937619996049408, 5570132094550016, 5870461459628032"
"4675662247690240","첼설아","sul_.p","KR","3935","14","9","4856759349805056, 5112865116520448, 6066786409709568, 5098007995547648, 5175488273383424, 6345172798275584, 5400544609894400, 5627263758565376, 6058449723129856"
"4980369687511040","윤소민","mangu00","KR","4295","109","8","5885451207245824, 6530979913072640, 6662107454832640, 5864483259285504, 5375845601443840, 5929987966107648, 4653834955456512, 5894485755953152"
"6291184182165504","bell","beebell.ll","TH","2962","36","11","5021618234654720, 6290329996951552, 6334120813854720, 5697320548892672, 5375220791836672, 6288722766462976, 5492851669663744, 5388552198750208, 5686620798648320, 5861894446186496, 5299908708073472"
"5399219199606784","🍑큐리 curi🍑","Korean_peach","KR","3734","44","17","5212214167142400, 4823120983949312, 6016634431143936, 5034409052143616, 4982815871336448, 4645271454482432, 5503678151524352, 5358700074958848, 6491602989940736, 5546465459240960, 6296015248490496, 5117234487951360, 4672260776984576, 5361845383593984, 5477889454833664, 6018226528780288, 5662577084530688"
"5988185869451264","Luna(루나)","lunakim","KR","1455","5","2","4781812852260864, 6647620184702976"
"6362023896219648","예지냥🐱","Yeji.nyang","KR","1437","10","4","5966534835830784, 5046935352442880, 5227536042885120, 5480364285755392"
"6212246498770944","Yuna🫧","yuna_7777","TW","1686","38","9","6231375901556736, 4547762076188672, 6580104263958528, 4742345837969408, 5091520669745152, 5170510789017600, 6018081718730752, 5960108518604800, 5021618234654720"
"4696792136482816","냥네코","xexxl_","KR","2536","9","5","5212021164539904, 6744847463350272, 5171607108714496, 5738114358050816, 6057000115699712"
"5222960753475584","TOJI","kFAmCXycu4","KR","1444","4","2","5820279965155328, 5637236969504768"
"5506120572272640","냥쮸","meowzzu","KR","7071","58","38","5563188243529728, 4958104522391552, 5956894630019072, 5644215856070656, 5896003196747776, 5108983039000576, 5637236969504768, 5405601507966976, 6317157020401664, 6484392430927872, 5929906153259008, 6719167279988736, 5038766086291456, 6625703231684608, 5098652459139072, 5825431541252096, 6625322185457664, 4808362773643264, 5623328212320256, 4820885421883392, 5549469262348288, 5657303726227456, 5687061436039168, 6707839457624064, 5386164506918912, 5430551766695936, 6402791203209216, 6417257091432448, 6729008154542080, 4736601974571008, 5026890516594688, 5219159689265152, 5952669897064448, 6217127054082048, 6375188798439424, 6504356883136512, 4569164392103936, 6010509208125440"
"6043741930979328","콩이콩이 konge💉🏥","wooopl","KR","1468","25","6","4893830365970432, 4960457862217728, 6287447824859136, 6474543038398464, 5817057326989312, 6296015248490496"
"5043394097381376","연우","Yeon_woo","KR","1344","4","2","5023183529639936, 5864483259285504"
"5288108310593536","연유네코 Yeonyuneko","yeonyuneko","KR","1233","4","3","5352792866881536, 5658483165954048, 4891667506003968"
"4998527651610624","박민지","hsh5085917","KR","2766","18","10","5241906845777920, 6387509099364352, 5817057326989312, 4675689036054528, 5074963058982912, 6740874945036288, 4694564319461376, 5477049423495168, 4946977258078208, 5894485755953152"
"6643809293238272","수린🎀","zzoohee","KR","2965","25","9","5471727384920064, 6393550112948224, 5401322871521280, 5212214167142400, 4675689036054528, 5870461459628032, 6180856553930752, 6030739849936896, 5242002691719168"
"5290415793307648","꽃분이","ggotbun2","KR","1392","19","3","5991790596521984, 5675642468564992, 4517875492454400"
"5867587449847808","효영이","hyoyounge","KR","2324","13","8","5062751263326208, 5528871798439936, 6617010729975808, 5074963058982912, 4956911054946304, 6723315784941568, 4787191173808128, 5188272310648832"
"5114540947472384","솔미","s_solmi_","KR","7815","11","10","4880424874344448, 4525021177511936, 4934602074554368, 5768703645581312, 5299370855563264, 5940662895837184, 6634348776128512, 5120416142917632, 5937619996049408, 5506055587168256"
"5300642942615552","망나니❤️","fashiondesigner","KR","1115","2","1","5713217495564288"
"5450394137067520","おにぎり🍙","onigiri43","JP","1115","2","1","5507992584519680"
"5050592370294784","남보라","Boradol2","KR","1237","4","3","6353221348163584, 5514049006403584, 4514157157023744"
"5533620769980416","솜이","some_s2","KR","1455","5","3","4916518445252608, 6497849682558976, 5321713854251008"
"6426510271643648","단비","_Vo__Vo_","KR","1385","23","7","6605349383897088, 6042174494015488, 5120416142917632, 5375845601443840, 5335410600181760, 6457903536275456, 6057000115699712"
"4872831632474112","밍밍","mingming","KR","1820","13","8","4929230032011264, 4908478242029568, 5790183841464320, 5637236969504768, 6625322185457664, 5190388285505536, 5907792638705664, 5614693430132736"
"5343687623376896","구우리(o0ori)","go0ori","KR","1665","15","9","4935196195225600, 5159402046029824, 5932055048290304, 4528980291289088, 4771579594866688, 5351525427511296, 5662577084530688, 5633172610285568, 5921231757770752"
"5153496488280064","라무무","lamumuyo","KR","1277","7","2","4824472390336512, 6115732940455936"
"5462247474397184","승무원 줄리 FA Julie 🔞🛑","FA_julie","KR","1422","4","4","6092822314024960, 6174166534520832, 4800294699597824, 5870461459628032"
"5994882929590272","마루에몽","maruemon","KR","1133","3","2","5962178632679424, 4979815635288064"
"5244849940135936","Nokia","nokia.sutasinee","TH","1116","2","2","4826782678450176, 6664088882315264"
"6242184604811264","야누 YANU","yanuasmr","KR","1111","1","1","5378411566530560"
"5711078147883008","순둡","dub.zzang","KR","2220","16","8","6504356883136512, 6435739152547840, 6448873693642752, 4893830365970432, 5810592825606144, 4544944675880960, 6457903536275456, 5757928846131200"
"6414664420163584","애순이","aesoon_96","KR","1233","3","3","6664855356637184, 5870461459628032, 4838509314441216"
"5665983207505920","라희","serenity0504","KR","1111","1","1","5320482834219008"
"4830429519740928","심유이 YUI","simyui82053","KR","3135","30","11","5320482834219008, 6331872533413888, 6431665048911872, 5057333332869120, 5612310866821120, 5191572365574144, 5261066784276480, 5100837795987456, 6148369920753664, 5870461459628032, 6032922262044672"
"4692953471844352","민지🐻","SA940425","KR","1111","1","1","5470277116231680"
"6538340185538560","GOPA","nan_baegopaahh","KR","1122","2","2","4733466932609024, 6497849682558976"
"5728745617948672","밈미 Mimmi","Mimmissu17","KR","2444","4","4","5780310080749568, 5040511516540928, 6431665048911872, 5904112258973696"
"4713579245928448","예봉 yebong","kamoyebbi","KR","1465","9","6","5718811040940032, 5208279936204800, 5929987966107648, 6692790769090560, 4749759051857920, 5086717966352384"
"5549459959513088","예솜 Yesom 🍬","ssss1111","KR","1116","2","2","4706840680136704, 4585350913785856"
"5997123074326528","리츠코","ritsuko","KR","1483","22","6","5679222069395456, 6412768803094528, 5116596827586560, 4960457862217728, 4750845708992512, 4979815635288064"
"5806534468763648","엘리스","elicek","KR","1413","13","7","5652475800190976, 6298023231553536, 6026728537522176, 5106936027414528, 6647620184702976, 5159402046029824, 5025977425133568"
"5289409643741184","연우💋","abd9024","KR","5322","36","13","5664083787579392, 6058830811299840, 5187514436812800, 6226287415656448, 5703397772689408, 6551943457734656, 5633172610285568, 5934642701205504, 4571719568392192, 5837067414011904, 6045372087336960, 5113189445599232, 6723315784941568"
"4623571743735808","Akatsuki Rei🐰","akatsukireii","CN","1536","8","4","6225975483498496, 5637343883231232, 4563842845835264, 5570132094550016"
"5534127610855424","しおり🐰shiori🇯🇵","shiorin___888","JP","1004","1","1","5647093219262464"
"6574771944095744","Fairy 禹霏@170 Beauty","z_fk_z","TW","999","3","1","5106936027414528"
"6493662858772480","SERA","se.xxra","TH","909","5","4","5241906845777920, 4802850450505728, 5432493790003200, 6390051460481024"
"5747686178619392","🦌小鹿斑比🦌","__ig.812","TW","777","1","1","6243514854866944"
"4576363277385728","시유🫧","siyou1004","KR","932","6","4","4831689855336448, 4879705769312256, 6617010729975808, 5657303726227456"
"6355722372710400","Lynn_許小葆@170 Beauty","forever440295","TW","777","1","1","5169973791096832"
"5605074481774592","김버섯","Kimbusexy","KR","1036","12","6","5002162157453312, 6479442968903680, 4800294699597824, 5312135403995136, 5719768366841856, 5570132094550016"
"4643022940864512","이나","xlovxena","KR","821","5","2","4996436237418496, 5120416142917632"
"4720623272263680","[NY]나연✈️","nayoni","KR","1420","35","7","6071589919719424, 5991790596521984, 4823120983949312, 5896003196747776, 4564989088956416, 5903836193685504, 5106936027414528"
"6613555748208640","루아🫦","ming7891","KR","642","11","3","4996626595577856, 6603453965205504, 5563188243529728"
"6315181959479296","🍑해원🍑","hawopalng","KR","2511","49","19","5976069538775040, 5782900026703872, 5363283299336192, 6603453965205504, 5559363647111168, 5581932485214208, 5343475677724672, 6661022131748864, 4839254406660096, 5561957558321152, 6396183026991104, 4764591365881856, 5838344148942848, 6248233420652544, 6482874528366592, 6331872533413888, 6174166534520832, 5120416142917632, 6530013097820160"
"6447622695092224","미소","misoooo","KR","511","6","2","4693117576740864, 5633172610285568"
"5902059322933248","1998_11_04","1998_11_04","KR","511","6","2","6285049614368768, 4851615150571520"
"6081413298454528","장미🌹","lovelymii","KR","1879","81","18","6694328403361792, 4879705769312256, 4867155418808320, 5784944551788544, 5870461459628032, 5612310866821120, 6036695060905984, 4645956059594752, 4585350913785856, 5882932947517440, 5615607983833088, 5830913994981376, 5177975806033920, 5544433575395328, 5705816533237760, 4530582212247552, 4725476817043456, 4943604247363584"
"6487706888896512","한지나","gnaS2o","KR","444","4","1","5612310866821120"
"4792898626453504","예빈","dd_o_o_bb","KR","743","13","7","5719046266421248, 4623956795654144, 4580513651949568, 5120416142917632, 5233566694572032, 6042174494015488, 6723315784941568"
"5333828074536960","박레미","Park_Remi","KR","443","10","1","6331872533413888"
"4743633474289664","수미깡❤","sumi.kang_1204","KR","411","5","2","5870461459628032, 6287810849079296"
"6635004969746432","Sumin🐭","rattybot","KR","399","5","2","5335459621109760, 5583072733495296"
"6158743089512448","브리(🧀)","BRIECHEESE","KR","521","11","4","4567622240763904, 6028807798849536, 5439830625550336, 6551943457734656"
"5346943669829632","뜨뿌야","030_0c0","KR","843","51","8","6536333259636736, 5358700074958848, 5587713912537088, 6670193315938304, 5120416142917632, 5505378377596928, 5836642402369536, 5830703133687808"
"4633227935547392","백졔","Jihye.kr","KR","622","18","3","6351157735063552, 6016634431143936, 5161975218896896"
"5862966052454400","소정","2sojun","KR","443","6","3","4927644498198528, 4675689036054528, 5346181168103424"
"5895622524469248","복숭아 🍑","yeonjoo","KR","299","6","1","4627230419648512"
"6174643045335040","또영🎀","agary10","KR","376","8","2","5924826109509632, 5673910635134976"
"5575851188092928","🎀선코밍🎀","Serena","KR","268","18","2","6298023231553536, 5245868723535872"
"5700093190864896","baby pink","pink02","KR","366","6","3","5023144546795520, 5870461459628032, 5908737259601920"
"5396971677876224","탱글지림🖤","abcdefxxk","KR","410","10","3","6606104371068928, 4861229542211584, 6042174494015488"
"6291228295626752","앙모찌 angmochi🐚","angmochi","KR","333","4","2","4552587147083776, 4524757488631808"
"5007990383771648","Biz비즈💕","bizbiz","KR","366","6","3","5212214167142400, 5622982205374464, 5882932947517440"
"5671899241447424","대만Karina啾啾🎀쮸쮸","chu5299","TW","222","2","1","5106936027414528"
"5189194833002496","허거덩스","Dongsdongs","KR","222","2","1","6408108509429760"
"5777827008741376","시라","sira_nyang","KR","455","5","4","5020330881843200, 5929987966107648, 5583832013144064, 5658483165954048"
"6632812180209664","유키","yourkawaiyuki","KR","222","2","1","4607858308218880"
